"Title","Date_received","Opinion","Number_of_Findings","Nature_of_Findings",
"6039 - Town of Cochiti Lake (2005)","2005-11-09","Unqualified","7","4 PY: 1) Investments; 2) Pledged collateral; 3) Segregation of duties; 4) Payroll taxes not submitted on a timely basis. 3 CY: 1) Documentation for journal entries; 2) Files not located; 3) Forms I-9 not completed.",
"6039 - Town of Cochiti Lake (2006)","2006-12-01","Unqualified","4","2 PY: 1) Unauthorized investments in corporate bonds; 2) Inadequate segregation of duties. 2 CY: 1) Actual expenditures exceeded budgeted expenditures. Budget expenditures authority was exceeded; 2) Bank accounts were not reconciled.",
"6039 - Town of Cochiti Lake (2007)","2007-12-03","Unqualified","4","PY&amp;CY-2 1)Some of the investments of the town of Cochiti Lake were corporate bond obligations, in violation of state statute 2)Old stale dated checks were not voided CY-2 1)A check for $8,544 dated 7/10/06 had tis date changed so it could be charged to the prior yr, understating accounts payable in the current fiscal yr &amp; causing budget for the prior yr to be overspent 2)Town didn&#039;t submit its quarterly report for the quarter ended December 31, 2006 timely",
"6039 - Town of Cochiti Lake (2008)","2008-12-01","Unqualified","2","<p>PY-2 1)Investments 2)Bank reconciliations</p>",
"6039 - Town of Cochiti Lake (2009)","2009-12-01","Unqualified","3","",
"6039 - Town of Cochiti Lake (2010)","2011-07-29","Agreed Upon Procedure (No Opinion)","2","",
"6039 - Town of Cochiti Lake (2011)","2011-11-21","Agreed Upon Procedure (No Opinion)","1","",
"6052 - Town of Dexter (1998)","1998-01-01","Unqualified","0"," ",
"6052 - Town of Dexter (1999)","1999-01-01","Unqualified","0"," ",
"6052 - Town of Dexter (2000)","2000-01-01","Unqualified","0"," ",
"6052 - Town of Dexter (2001)","2001-11-14","Unqualified","0"," ",
"6052 - Town of Dexter (2002)","2002-12-02","Unqualified","0"," ",
"6052 - Town of Dexter (2003)","2003-10-31","Unqualified","0"," ",
"6052 - Town of Dexter (2004)","2004-12-01","Unqualified","1","1 CY: The audit report was late.",
"6052 - Town of Dexter (2005)","2006-06-22","Unqualified","1","CY: The audit report was late.",
"6052 - Town of Dexter (2006)","2006-12-01","Unqualified","0","None",
"6052 - Town of Dexter (2007)","2008-03-07","Unqualified","2","<p>CY-2 1)Late Audit Report 2)Preparation of the audit report</p>",
"6052 - Town of Dexter (2008)","2008-12-01","Unqualified","0","",
"6052 - Town of Dexter (2009)","2009-09-15","Unqualified","0","",
"6052 - Town of Dexter (2010)","2010-12-01","Unqualified","0","",
"6052 - Town of Dexter (2011)","2012-04-18","Unqualified","6","",
"6093 - Town of Edgewood (2000)","2000-01-01","Unqualified","3","(1)Accounting Procedures, (1)I9 Form, (1)Pay rate/salary ",
"6093 - Town of Edgewood (2001)","2001-11-30","Unqualified","1","PY - (1)Policy and Procedures ",
"6093 - Town of Edgewood (2002)","2002-12-02","Unqualified","2","1 PY - (1)Town does not have written policies and procedures for sick, annual and PERA. - 1 CY - (1)Mileage reports submitted by employees are not complete. ",
"6093 - Town of Edgewood (2003)","2003-12-01","Unqualified","1","CY - (1)Budgeting-Town of Edgewood did not submit its interim budget to LGD in a timely manner. ",
"6093 - Town of Edgewood (2004)","2004-11-30","Unqualified","8","1 PY - (1)Budgeting. - 7 CY - (1)Timely deposit. (1)Taking vehicles home. (1)Old outstanding checks. (1)Fixed assets. (1)Fund accounting. (1)DFA report. (1)Segregation of duties. ",
"6093 - Town of Edgewood (2005)","2006-04-10","Unqualified","7","4 PY: 1) Old outstanding checks; 2) Fixed assets; 3) Find accounting; 4) DFA reports. 3 CY: 1) Revenue recognition; 2) Late audit report; 3) Excess expenditures over budget.",
"6093 - Town of Edgewood (2006)","2006-12-01","Unqualified","7","3 PY: 1) Stale dated checks &amp; other outstanding bank &amp; investment items; 2) Fund accounting; 3) Excess of expenditures over authorized budget. 4 CY: 1) Payroll disbursements; 2) Travel &amp; per diem disbursements; 3) Disaster recovery plan &amp; information technology general controls; 4) Cash disbursements &amp; procurements.",
"6093 - Town of Edgewood (2007)","2007-11-19","Unqualified","6","PY&amp;CY-5 1)System for recording transactions by fund is inadequate 2)Expenditures in the recreation fund exceeded authorizaed budget 3)Payroll disbursements-sick/vacation leave accrued @ incorrect rate &amp; incorrectly paid PERA on overtime 4)Disaster recovery plan is inadequate 5)Improper request for proposal process applied CY-1 1)Inadequate internal controls over the preparation of its financial stmts &amp; related footnote disclosure",
"6093 - Town of Edgewood (2008)","2008-12-01","Unqualified","6","<p>PY-2 1)Actual expenditures exceeded budgetary expenditures 2)IPA prepared audit report&nbsp; CY-4 1)Travel and per diem rates 2)Cash reconciliations and investment income&nbsp;3)Capital asset tracking 4)Payroll tax reporting</p>",
"6093 - Town of Edgewood (2008)","2009-11-16","In review","0","",
"6093 - Town of Edgewood (2009)","2009-11-16","Unqualified","1","",
"6093 - Town of Edgewood (2010)","2010-11-18","Unqualified","3","",
"6093 - Town of Edgewood (2011)","2011-11-03","Unqualified","0","",
"6056 - Town of Elida (1998)","1998-01-01","Unqualified","0"," ",
"6056 - Town of Elida (1999)","1999-01-01","Unqualified","0"," ",
"6056 - Town of Elida (2000)","2000-01-01","Unqualified","0"," ",
"6056 - Town of Elida (2001)","2001-11-14","Unqualified","0"," ",
"6056 - Town of Elida (2002)","2002-09-16","Unqualified","0"," ",
"6056 - Town of Elida (2003)","2004-06-21","Unqualified","3","CY - (1)No corrections fees fund. (1)Audit report late. (1)Budget submitted late. ",
"6056 - Town of Elida (2004)","2005-11-07","Unqualified","3","1 PY: The audit report was late. 2 CY: 1) Property tax information; 1) Interim budget request not submitted by June 1, 2003.",
"6056 - Town of Elida (2005)","2006-11-28","Unqualified","3","3 CY: 1) Late submission of audit report; 2) Disposal of capital assets; 3) Interim budget not timely submitted.",
"6056 - Town of Elida (2006)","2006-11-27","Unqualified","2","1.) PY 2006-1 Disposal of Capital Assets; 2.) CY 2006-2 Budget Variances.",
"6056 - Town of Elida (2007)","2007-11-29","Unqualified","2","PY-1 1)The Town&#039;s expenditures in the proprietary fund exceeded the budget by $158.881 CY-1 1)Inadequate pledged collateral",
"6056 - Town of Elida (2008)","2008-12-01","Unqualified","0","",
"6056 - Town of Elida (2009)","2009-12-01","Unqualified","0","",
"6056 - Town of Elida (2010)","2010-12-01","Unqualified","0","",
"6056 - Town of Elida (2011)","2011-11-15","Unqualified","1","",
"6062 - Town of Estancia (1998)","1998-01-01","Qualified","1","Fixed Asset Records ",
"6062 - Town of Estancia (1999)","1999-01-01","Unqualified","10","1 PY repeated; F/A, PERA, Disburse Docum, Enterp A/R, Receipts, Check Signing, Meter Deposits, Leases, P/R, Budget ",
"6062 - Town of Estancia (2000)","2000-01-01","Unqualified","2","(2)Prior years ",
"6062 - Town of Estancia (2001)","2001-10-29","Qualified","2","(2)Prior Year - Fixed assets/Meter deposits ",
"6062 - Town of Estancia (2002)","2002-09-10","Qualified","0","2 PY - (1) fixed capital assets records are inadequate, (1) meter deposits ",
"6062 - Town of Estancia (2003)","2004-04-14","Qualified","6","PY (1) fixed capital asset records are inadequate, (1) meter deposits, CY (1) audit report was late, (1) proposed budget for 2003-2004 was submitted late, (1) conversion of non-cancelable loan into cancelable Lease Purchase Agreement and (1) erros in cash balance. ",
"6062 - Town of Estancia (2004)","2005-10-04","Qualified","14","5 PY: 1) Capital assets; 1) Meter deposits; 1) Untimely audit report; 1) Submission of proposed budget; 1) Errors in cash balance. 9 CY: 1) Segregation of duties; 1) Lack of authorization for expenditures; 1) Procurement code - bids; 1) Credit card expenditures; 1) Travel and per diem; 1) Record keeping; 1) Agreement of DFA report to general ledger; 1) Payroll records; 1) Budget deficits.",
"6062 - Town of Estancia (2005)","2006-09-28","Qualified","6","5 PY: 1) Capital assets; 2) Meter deposits; 3) Late audit report; 4) Agreement of DFA report to general ledger; 5) Budget deficits. 1 CY: Failure to submit interim budget request.",
"6062 - Town of Estancia (2006)","2008-03-21","In review","0","",
"6062 - Town of Estancia (2007)","2009-05-14","Qualified","11","",
"6062 - Town of Estancia (2008)","2009-07-13","Qualified","11","",
"6062 - Town of Estancia (2009)","2010-11-12","Qualified","9","",
"6062 - Town of Estancia (2010)","2010-11-30","Qualified","8","",
"6062 - Town of Estancia (2011)","2011-11-29","Qualified","8","",
"6082 - Town of Hagerman (1998)","1998-01-01","Unqualified","2","Over Budget and Payroll Reports ",
"6082 - Town of Hagerman (1999)","1999-01-01","Unqualified","1","1 PY repeated; Actual Expenditures Exceed Budgeted ",
"6082 - Town of Hagerman (2000)","2000-01-01","Unqualified","0"," ",
"6082 - Town of Hagerman (2001)","2001-11-26","Unqualified","1","Actual expenditures exceed budgeted expenditures ",
"6082 - Town of Hagerman (2002)","2003-05-27","Unqualified","3","3 CY - (1)Fixed asset records are inadequate. (1)Bank accounts were not reconciled/incorrect balances. (1)The audit report was late. ",
"6082 - Town of Hagerman (2003)","2006-06-01","Unqualified","2","<p>CY-2 1)Late Audit Report 2)Incomplete fixed asset records</p>",
"6082 - Town of Hagerman (2004)","2009-03-01","Disclaimer","12","<p>PY-1 1)IPA prepared Audit Report CY-11 1)Late Audit Report 2)Inadequate internal controls over informaiton technology 3)Lack of internal controls 4)1099 forms not being used 5)Personnel issues and incomplete personnel files 6)GRT payment on credit card purchases 7)Utility billings understated and meter deposits misstated 8)Capital Assets 9)Payroll 10)Actual expenditures exceeded budgetary expenditures 11)Travel and per diem-calculation and approval</p>",
"6082 - Town of Hagerman (2005)","2009-03-24","Disclaimer","9","<p>PY-9 1)Late Audit Report 2)Preparation of financial statements 3)Inadequate internal controls over informaiton technology 4)Lack of internal controls 5)1099 forms not being used 6)Credit Card purchases are not being paid timely 7)Utility billings understated and meter deposits misstated 8)The Town does not know what its capital assets are or how much they cost 9)Utility fringe benefit that employees receive is not being reported on the employee's W-2 as a fringe benefit, also, there was no review of payroll calculations or direct deposit activity</p>",
"6082 - Town of Hagerman (2006)","2009-03-24","Disclaimer","14","<p>PY-9 1)Late audit report 2)The Town does not know what its capital assets are or how much they cost 3)Presentation of Financial Statements 4)Inadequate internal controls over information technology 5)Lack of internal controls 6)1099 Forms not being used 7)Credit card purchases are not being paid timely 8)Utility billings understated and meter deposits misstated 9)Utility fringe benefits that employees receive is not being reported on the employees W-2 as a fringe benefit CY-5 1)Deposits were not deposited in a timely manner 2)Travel and per diem did not have proper approval 3)Payroll payments for services not rendered 4)Lack of documentation supporting bids 5)Expenditures exceeded budget</p>",
"6082 - Town of Hagerman (2007)","2010-03-16","Disclaimer","10","",
"6082 - Town of Hagerman (2008)","2010-03-16","Disclaimer","9","",
"6082 - Town of Hagerman (2009)","2010-03-16","Disclaimer","9","",
"6082 - Town of Hagerman (2010)","2010-12-30","Qualified","6","",
"6082 - Town of Hagerman (2011)","2011-12-01","Unqualified","5","",
"6094 - Town of Hurley (1998)","1998-01-01","Unqualified","3","Budgetary Financial Reporting, Distribution of Federal Funds, Federal Grant Agreements ",
"6094 - Town of Hurley (1999)","1999-01-01","Unqualified","0"," ",
"6094 - Town of Hurley (2000)","2000-01-01","Unqualified","0"," ",
"6094 - Town of Hurley (2001)","2002-10-15","Unqualified","5","CY -(1)budget expenditures authority was exceeded, (1)accounting records were inadequate/out of balance, (1)expenditure documentation inadequate or erroneous, (1)audit report was late, (1)DFA violation lodgers tax not collected ",
"6094 - Town of Hurley (2002)","2003-06-18","Unqualified","6","CY - (1)Expenditures in excess of budgetary authority. (1)Budget preparation. (1)Inventory was not taken during the year. (1)Lodger&#039;s tax. (1)Audit report delivery. (1)The Town budget was submitted late. ",
